Date,Open,High,Low,Close,Adj Close,Volume
2015-01-05,27.0725,28.3125,26.157498999999998,28.002501000000002,25.470825,1133010000
2015-01-12,28.15,28.200001,26.299999,26.497498999999998,24.101886999999998,1216906400
2015-01-19,26.959999,28.4375,26.625,28.245001000000002,25.691397,794948000
2015-01-26,28.434998999999998,30.0,27.2575,29.290001,26.641926,1863370800
2015-02-02,29.512501,30.127501000000002,29.02,29.7325,27.151154,1083029200
2015-02-09,29.637501,31.870001000000002,29.6075,31.77,29.011759,1212827200
2015-02-16,31.872498999999998,32.375,31.73,32.375,29.564232,777419600
2015-02-23,32.505001,33.400002,31.6525,32.115002000000004,29.326809,1472864800
2015-03-02,32.3125,32.57,31.440001000000002,31.65,28.902178000000003,987754000
2015-03-09,31.99,32.392502,30.407498999999998,30.897499,28.215006,1306056400
2015-03-16,30.969998999999998,32.3125,30.717501000000002,31.475,28.742371000000002,1066691600
2015-03-23,31.780001000000002,32.009997999999996,30.65,30.8125,28.137388,837305200
2015-03-30,31.012501,31.622498999999998,30.775,31.33,28.609964,648127200
2015-04-06,31.1175,32.029999,31.0825,31.775,29.016325,728830000
2015-04-13,32.092499,32.142502,31.115,31.1875,28.47983,684744400
2015-04-20,31.3925,32.657501,31.2925,32.57,29.742303999999997,829762800
2015-04-27,33.077498999999996,33.634997999999996,31.145,32.237499,29.438671000000003,1683889200
2015-05-04,32.375,32.642502,30.84,31.905001000000002,29.256735,1087568000
2015-05-11,31.8475,32.372501,31.205,32.192501,29.520374,833206000
2015-05-18,32.095001,33.2425,32.09,33.134997999999996,30.384638,869189600
2015-05-25,33.150002,33.227501000000004,32.279999,32.57,29.866539000000003,792594400
2015-06-01,32.57,32.8475,32.09,32.162498,29.492859000000003,683363200
2015-06-08,32.224998,32.544998,31.405001000000002,31.7925,29.153574,880458400
2015-06-15,31.525,32.077498999999996,31.4275,31.65,29.022902000000002,794100800
2015-06-22,31.872498999999998,32.450001,31.627501000000002,31.6875,29.057289,782376000
2015-06-29,31.365,31.735001,31.120001000000002,31.610001,28.986221,603927600
2015-07-06,31.235001,31.557501000000002,29.805,30.82,28.261796999999998,1102873200
2015-07-13,31.2575,32.404999,31.08,32.404999,29.715234999999996,756979600
2015-07-20,32.7425,33.2425,30.497498999999998,31.125,28.541479,1377076000
2015-07-27,30.772499,30.977501,30.227501,30.325001,27.807886,766394400
2015-08-03,30.375,30.6425,28.025,28.879998999999998,26.602695,1540002400
2015-08-10,29.1325,29.997498999999998,27.407498999999998,28.99,26.704023,1378868800
2015-08-17,29.01,29.4125,26.4125,26.440001000000002,24.355104,1282036000
2015-08-24,23.717501000000002,28.327499,23.0,28.3225,26.089159,2001452000
2015-08-31,28.0075,28.6325,26.84,27.317498999999998,25.16341,1192776800
2015-09-07,27.9375,28.5525,27.442498999999998,28.5525,26.301022999999997,1010650800
2015-09-14,29.145,29.2225,27.967501000000002,28.362499,26.126007,1109104000
2015-09-21,28.4175,29.172501,28.092501000000002,28.6775,26.416162,970785200
2015-09-28,28.4625,28.6425,26.827499,27.594998999999998,25.419024,1255585200
2015-10-05,27.469998999999998,28.07,27.0525,28.030001000000002,25.819729000000002,1047091200
2015-10-12,28.182501000000002,28.1875,27.389999,27.76,25.571016,739540000
2015-10-19,27.700001,29.807501000000002,27.5275,29.77,27.422521999999997,886172800
2015-10-26,29.52,30.305,28.497498999999998,29.875,27.519243,1289448800
2015-11-02,30.200001,30.955,29.9025,30.264999,27.997818,780813600
2015-11-09,30.24,30.452499,28.067498999999998,28.084999,25.981123,866221200
2015-11-16,27.844998999999998,29.98,27.75,29.825001,27.590784000000003,759924800
2015-11-23,29.817498999999998,29.932501000000002,29.280001000000002,29.452499,27.246184999999997,438881600
2015-11-30,29.497498999999998,29.852501,28.555,29.7575,27.528339000000003,827063200
2015-12-07,29.745001000000002,29.965,28.2125,28.295,26.175396,755416000
2015-12-14,28.045,28.200001,26.452499,26.5075,24.521801,1260425600
2015-12-21,26.82,27.25,26.3925,27.0075,24.984346,506431200
2015-12-28,26.897499,27.3575,26.205,26.315001000000002,24.343718,495046000
2016-01-04,25.6525,26.4625,24.1075,24.24,22.424154,1375160800
2016-01-11,24.7425,25.297501,23.84,24.282498999999998,22.463472,1217348800
2016-01-18,24.602501,25.365,23.355,25.355,23.455633,973536400
2016-01-25,25.379998999999998,25.3825,23.0975,24.334999,22.512041,1521346000
2016-02-01,24.1175,24.3325,23.422501,23.504998999999998,21.862209,868619200
2016-02-08,23.282498999999998,24.0875,23.147499,23.497498999999998,21.855232,924489200
2016-02-15,23.754998999999998,24.7225,23.6525,24.01,22.331917,673265200
2016-02-22,24.077499,24.504998999999998,23.33,24.227501,22.534208,636211600
2016-02-29,24.215,25.9375,24.1625,25.752501000000002,23.952627,807215200
2016-03-07,25.5975,25.7075,25.0375,25.565001000000002,23.778234,622057200
2016-03-14,25.477501,26.625,25.445,26.48,24.629284,728292800
2016-03-21,26.4825,26.9125,26.2225,26.4175,24.571148,479134400
2016-03-28,26.5,27.605,26.219998999999998,27.497498999999998,25.575666000000002,591860000
2016-04-04,27.605,28.047501,27.030001000000002,27.165001,25.266407,582890400
2016-04-11,27.2425,28.0975,27.165001,27.4625,25.543112,649240000
2016-04-18,27.2225,27.237499,26.155001000000002,26.42,24.573479000000003,756212000
2016-04-25,26.25,26.4125,23.127501000000002,23.434998999999998,21.7971,1397696400
2016-05-02,23.4925,23.975,22.9625,23.18,21.691189,902429200
2016-05-09,23.25,23.442498999999998,22.3675,22.629998999999998,21.176514,864199200
2016-05-16,23.0975,23.8575,22.9125,23.805,22.276042999999998,850828800
2016-05-23,23.967501000000002,25.182501000000002,23.9175,25.0875,23.476171,816000000
2016-05-30,24.9,25.1,24.157498999999998,24.48,22.907692,560708000
2016-06-06,24.497498999999998,25.4725,24.387501,24.7075,23.120579,499457600
2016-06-13,24.672501,24.780001000000002,23.825001,23.8325,22.301785,766930400
2016-06-20,24.0,24.2225,23.1625,23.35,21.850271,826916000
2016-06-27,23.25,24.1175,22.875,23.9725,22.432791,737313600
2016-07-04,23.8475,24.2225,23.592501000000002,24.17,22.617603,450824000
2016-07-11,24.1875,24.825001,24.182501000000002,24.695,23.108885,571642400
2016-07-18,24.674999,25.25,24.577499,24.665001,23.080814,590262000
2016-07-25,24.5625,26.137501,24.105,26.0525,24.379189,1026284000
2016-08-01,26.102501,26.9125,26.0,26.870001000000002,25.280399,680596800
2016-08-08,26.879998999999998,27.235001,26.790001,27.045,25.44504,498023200
2016-08-15,27.035,27.557501000000002,27.02,27.34,25.722595000000002,529485600
2016-08-22,27.215,27.33,26.577499,26.735001,25.153379,494422000
2016-08-29,26.655001000000002,27.0,26.375,26.932501000000002,25.339201,532002400
2016-09-05,26.975,27.190001000000002,25.782498999999998,25.782498999999998,24.257231,675214800
2016-09-12,25.6625,29.032498999999998,25.6325,28.73,27.030363,1552912800
2016-09-19,28.797501,29.045,27.887501,28.1775,26.510547999999996,804382800
2016-09-26,27.91,28.66,27.887501,28.262501,26.590519,625536000
2016-10-03,28.1775,28.639999,28.07,28.514999,26.828075,504117600
2016-10-10,28.754998999999998,29.672501,28.68,29.407498999999998,27.66778,834833600
2016-10-17,29.3325,29.5525,28.450001,29.15,27.425516,462126000
2016-10-24,29.275,29.59,28.327499,28.43,26.748108000000002,840902400
2016-10-31,28.4125,28.557501000000002,27.0275,27.209999,25.731720000000003,625386000
2016-11-07,27.52,27.93,26.4575,27.1075,25.634789,829076000
2016-11-14,26.9275,27.635,26.02,27.514999,26.020147,793365600
2016-11-21,27.530001000000002,28.105,27.502501000000002,27.9475,26.429152000000002,376529600
2016-11-28,27.8575,28.1175,27.2125,27.475,25.982323,622000000
2016-12-05,27.5,28.674999,27.0625,28.487499,26.939816999999998,607958400
2016-12-12,28.3225,29.182501000000002,28.122498999999998,28.9925,27.417383,780062400
2016-12-19,28.950001,29.375,28.897499,29.129998999999998,27.547411,453292000
2016-12-26,29.129998999999998,29.504998999999998,28.8575,28.955,27.381918,339314400
2017-01-02,28.950001,29.540001,28.690001000000002,29.477501,27.87603,415382000
2017-01-09,29.487499,29.9825,29.485001,29.76,28.143188000000002,555242800
2017-01-16,29.584999,30.125,29.555,30.0,28.37015,465392000
2017-01-23,30.0,30.610001,29.875,30.487499,28.831159999999997,498157200
2017-01-30,30.2325,32.622501,30.155001000000002,32.27,30.516821000000004,999124800
2017-02-06,32.282501,33.235001000000004,32.224998,33.029999,31.370946999999997,545796800
2017-02-13,33.27,34.067501,33.1875,33.93,32.225753999999995,546670000
2017-02-20,34.057499,34.369999,33.82,34.165001000000004,32.448948,351635600
2017-02-27,34.285,35.07,34.07,34.945,33.189762,509896000
2017-03-06,34.842499,34.994999,34.262501,34.785,33.037796,398688800
2017-03-13,34.712502,35.255001,34.705002,34.997501,33.239635,486158400
2017-03-20,35.099998,35.700001,34.932499,35.16,33.393963,518696000
2017-03-27,34.8475,36.125,34.654999,35.915001000000004,34.111042,508035600
2017-04-03,35.927502000000004,36.365002000000004,35.762501,35.834998999999996,34.035061,421664800
2017-04-10,35.900002,35.970001,35.014998999999996,35.262501,33.491325,349942800
2017-04-17,35.369999,35.73,35.112499,35.567501,33.780998,356994000
2017-04-24,35.875,36.224998,35.794998,35.912498,34.108672999999996,364614800
2017-05-01,36.275002,37.244999,36.067501,37.240002000000004,35.369492,701406800
2017-05-08,37.2575,39.105,37.2575,39.025002,37.217822999999996,693882400
2017-05-15,39.002499,39.162498,37.427502000000004,38.264998999999996,36.493019,629419600
2017-05-22,38.5,38.724998,38.1675,38.4025,36.624148999999996,412906000
2017-05-29,38.355,38.862499,38.055,38.862499,37.062847,355011600
2017-06-05,38.584998999999996,38.994999,36.505001,37.244999,35.520245,636638800
2017-06-12,36.435001,36.875,35.549999,35.567501,33.920437,882121600
2017-06-19,35.915001000000004,36.790001000000004,35.915001000000004,36.57,34.876507000000004,533012000
2017-06-26,36.7925,37.07,35.57,36.005001,34.337669,508240800
2017-07-03,36.220001,36.325001,35.602501000000004,36.044998,34.375809000000004,316711600
2017-07-10,36.0275,37.3325,35.842499,37.259997999999996,35.534557,444353600
2017-07-17,37.205002,37.935001,37.142502,37.567501,35.827812,424326400
2017-07-24,37.645,38.497501,36.825001,37.375,35.644234000000004,423272400
2017-07-31,37.474998,39.9375,37.032501,39.0975,37.286964000000005,691234000
2017-08-07,39.264998999999996,40.4575,38.657501,39.369999,37.694294,605076400
2017-08-14,39.830002,40.627499,39.18,39.375,37.699078,538514000
2017-08-21,39.375,40.185001,38.7775,39.965,38.263977000000004,450684800
2017-08-28,40.035,41.235001000000004,39.982498,41.012501,39.266884000000005,504514800
2017-09-04,40.9375,41.0625,39.6325,39.657501,37.969559000000004,406640800
2017-09-11,40.125,40.990002000000004,39.477501000000004,39.970001,38.268757,884310000
2017-09-18,40.0275,40.125,37.639998999999996,37.9725,36.356277,744754000
2017-09-25,37.497501,38.68,37.290001000000004,38.529999,36.890041,619427200
2017-10-02,38.564999,38.872501,38.115002000000004,38.825001,37.172482,375137200
2017-10-09,38.952498999999996,39.5,38.775002,39.247501,37.577011,325219200
2017-10-16,39.474998,40.217499,38.755001,39.0625,37.399876,504205200
2017-10-23,39.2225,40.900002,38.817501,40.762501,39.027522999999995,489613200
2017-10-30,40.9725,43.564999,40.93,43.125,41.289471,860709600
2017-11-06,43.092499,44.060001,42.93,43.6675,41.959171000000005,553701600
2017-11-13,43.375,43.625,42.095001,42.537498,40.87339,465838800
2017-11-20,42.572497999999996,43.875,42.389998999999996,43.7425,42.031242,324037200
2017-11-27,43.762501,43.77,41.790001000000004,42.762501,41.089584,680394000
