Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,73.980003,74.459999,73.519997,74.139999,72.670494,5519100
2019-01-02,72.790001,74.639999,72.190002,74.059998,72.592087,6762700
2019-01-03,73.250000,73.320000,71.209999,72.750000,71.308044,8007400
2019-01-04,73.449997,75.120003,73.120003,74.650002,73.170387,7844200
2019-01-07,74.739998,76.360001,74.300003,75.720001,74.219170,8184800
2019-01-08,76.830002,77.400002,76.199997,76.730003,75.209160,8809000
2019-01-09,76.970001,77.150002,76.139999,76.589996,75.071930,8591000
2019-01-10,75.639999,77.339996,75.459999,76.419998,74.905312,11148600
2019-01-11,76.339996,76.889999,75.800003,76.040001,74.532845,10689900
2019-01-14,75.459999,76.809998,75.459999,76.089996,74.581833,5677400
2019-01-15,76.190002,77.980003,76.129997,77.879997,76.336372,6212400
2019-01-16,78.000000,78.849998,77.589996,77.680000,76.140327,5697100
2019-01-17,77.540001,79.400002,77.309998,79.129997,77.561584,7737300
2019-01-18,79.949997,80.970001,79.739998,80.449997,78.855415,10404100
2019-01-22,80.330002,81.309998,80.199997,80.750000,79.149475,8781700
2019-01-23,81.190002,81.400002,80.220001,80.500000,78.904427,5823000
2019-01-24,80.599998,80.870003,79.550003,80.440002,78.845627,4753200
2019-01-25,81.250000,81.330002,80.430000,80.610001,79.012253,4457100
2019-01-28,79.800003,80.510002,79.739998,80.320000,78.728004,5452000
2019-01-29,80.360001,80.830002,79.839996,80.220001,78.629990,4187500
2019-01-30,80.400002,81.290001,80.059998,81.279999,79.668976,5200200
2019-01-31,81.180000,81.949997,80.709999,81.879997,80.257065,8599200
2019-02-01,81.830002,81.900002,81.129997,81.510002,79.894417,5351900
2019-02-04,81.220001,82.000000,80.830002,81.989998,80.364906,4236600
2019-02-05,81.980003,83.190002,81.930000,82.860001,81.217651,6545600
2019-02-06,82.510002,82.709999,81.639999,82.709999,81.070625,3682800
2019-02-07,82.150002,82.849998,81.709999,82.389999,80.756981,4827500
2019-02-08,82.250000,82.720001,81.940002,82.360001,80.727570,3786500
2019-02-11,82.949997,83.830002,82.870003,83.680000,82.021408,6158500
2019-02-12,83.970001,84.839996,83.620003,84.709999,83.030991,6290300
2019-02-13,84.760002,85.589996,84.760002,85.400002,83.707306,5032800
2019-02-14,84.610001,85.139999,83.699997,84.680000,83.001579,5179000
2019-02-15,85.489998,85.779999,85.099998,85.379997,83.687706,6111300
2019-02-19,84.580002,85.050003,84.459999,84.570000,82.893753,5105900
2019-02-20,84.629997,84.949997,84.349998,84.839996,83.158417,6436100
