Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,92.669998,93.389999,92.250000,93.150002,89.801826,7005800
2019-01-02,91.639999,93.650002,91.639999,93.339996,89.984993,8152700
2019-01-03,93.209999,94.709999,92.699997,92.860001,89.522263,8277300
2019-01-04,93.209999,93.660004,92.690002,93.440002,90.081413,8029100
2019-01-07,93.620003,95.169998,93.180000,94.540001,91.141884,7789700
2019-01-08,95.059998,95.760002,93.910004,95.199997,91.778145,7200900
2019-01-09,95.709999,96.139999,94.769997,94.889999,91.479294,6272300
2019-01-10,93.879997,94.980003,93.120003,94.959999,91.546776,9396300
2019-01-11,94.989998,95.290001,94.550003,94.839996,91.431076,5394600
2019-01-14,94.480003,95.449997,94.279999,94.949997,91.537132,7085100
2019-01-15,95.470001,96.599998,95.379997,96.250000,92.790405,7058200
2019-01-16,95.930000,96.860001,95.830002,96.349998,92.886810,5410000
2019-01-17,96.320000,97.209999,96.160004,96.739998,93.262794,5614500
2019-01-18,96.949997,98.199997,96.849998,97.730003,94.217216,6120600
2019-01-22,97.150002,98.430000,96.779999,97.489998,93.985832,8063200
2019-01-23,98.870003,99.349998,97.529999,98.709999,95.161995,8345800
2019-01-24,98.199997,98.459999,96.430000,98.360001,94.824570,7609700
2019-01-25,98.750000,98.910004,96.750000,96.940002,93.455612,7218200
2019-01-28,96.529999,97.070000,96.080002,97.059998,93.571289,5875800
2019-01-29,96.769997,97.160004,96.510002,96.709999,93.233887,5253400
2019-01-30,96.680000,96.800003,94.260002,94.800003,91.392525,11849300
2019-01-31,94.629997,96.870003,94.629997,95.830002,92.385506,14723000
2019-02-01,95.919998,96.000000,93.110001,93.860001,90.486320,12591900
2019-02-04,93.860001,94.769997,93.349998,94.769997,91.363594,7268600
2019-02-05,95.250000,95.940002,95.019997,95.599998,92.163765,6099900
2019-02-06,95.430000,96.010002,95.220001,95.639999,92.202324,4264900
2019-02-07,95.110001,96.820000,95.000000,96.730003,93.253159,7010100
2019-02-08,96.339996,96.690002,95.139999,95.580002,92.144493,6169200
2019-02-11,95.650002,96.349998,95.639999,96.199997,92.742195,5542800
2019-02-12,96.820000,97.169998,96.500000,96.970001,93.484520,5881300
2019-02-13,97.300003,98.000000,97.089996,97.940002,94.419670,5458500
2019-02-14,97.680000,99.199997,97.019997,98.519997,94.978813,7200800
2019-02-15,98.980003,100.000000,98.860001,99.989998,96.395981,9481000
2019-02-19,102.379997,104.180000,102.070000,102.199997,98.526535,20697300
2019-02-20,101.809998,102.339996,98.650002,99.879997,96.289932,17631800
2019-02-21,99.660004,99.919998,98.910004,99.389999,95.817551,6413200
2019-02-22,99.820000,100.160004,99.139999,99.550003,95.971779,8086900
2019-02-25,100.120003,100.129997,99.050003,99.120003,95.557251,9235000
2019-02-26,99.019997,99.059998,97.870003,98.690002,95.142700,8488100
2019-02-27,98.120003,98.389999,97.589996,98.110001,94.583557,7902300
2019-02-28,98.110001,99.470001,97.769997,98.989998,95.431915,11375900
2019-03-01,99.470001,99.559998,97.120003,97.930000,94.410027,10352500
2019-03-04,98.120003,98.589996,97.370003,97.849998,94.332893,7683800
2019-03-05,98.129997,99.190002,98.089996,98.339996,94.805283,6119300
2019-03-06,98.269997,99.000000,97.860001,98.260002,94.728157,4696600
2019-03-07,97.709999,98.199997,97.239998,97.449997,93.947258,6126600
2019-03-08,97.550003,98.419998,97.000000,97.589996,94.082245,5659000
2019-03-11,98.040001,98.580002,97.820000,98.480003,94.940254,5345300
2019-03-12,98.529999,98.739998,98.050003,98.370003,94.834206,5070500
2019-03-13,98.699997,99.349998,98.389999,99.029999,95.470482,5482300
2019-03-14,98.410004,98.430000,97.589996,98.220001,95.199097,4925800
2019-03-15,98.279999,98.510002,97.599998,98.419998,95.392944,14600000
2019-03-18,98.300003,99.769997,98.260002,99.660004,96.594810,5770100
2019-03-19,99.989998,100.489998,99.570000,99.849998,96.778969,5414400
2019-03-20,99.199997,99.550003,98.540001,98.639999,95.606178,6323100
2019-03-21,98.250000,99.129997,98.099998,99.059998,96.013252,6551000
2019-03-22,98.580002,99.529999,97.940002,98.279999,95.257240,6708100
2019-03-25,97.800003,98.620003,97.629997,98.169998,95.150627,5407400
2019-03-26,98.360001,98.849998,98.029999,98.320000,95.296021,4945900
2019-03-27,98.139999,98.860001,95.000000,97.209999,94.220146,8471200
2019-03-28,97.589996,97.870003,96.529999,97.129997,94.142624,8054300
2019-03-29,97.589996,97.669998,97.040001,97.529999,94.530312,7439900
2019-04-01,97.970001,98.360001,97.559998,97.820000,94.811394,8505800
2019-04-02,97.760002,98.309998,96.900002,96.940002,93.958466,6274000
2019-04-03,97.120003,97.400002,96.790001,97.190002,94.200783,5687500
2019-04-04,97.250000,98.279999,97.239998,98.110001,95.092476,4026300
2019-04-05,98.250000,99.199997,98.160004,98.830002,95.790337,4656000
2019-04-08,98.449997,99.250000,98.260002,99.230003,96.178032,5422400
2019-04-09,98.800003,99.230003,98.150002,98.690002,95.654633,4367500
2019-04-10,98.510002,99.720001,98.500000,99.599998,96.536652,4091100
2019-04-11,99.699997,100.830002,99.470001,100.800003,97.699753,5606900
2019-04-12,101.000000,102.019997,101.000000,101.559998,98.436356,5162000
2019-04-15,101.300003,102.910004,101.260002,102.430000,99.279625,5111900
2019-04-16,102.889999,103.389999,102.540001,102.930000,99.764229,4828400
2019-04-17,103.000000,103.400002,102.410004,103.160004,99.987160,3729200
2019-04-18,103.110001,103.800003,102.889999,103.180000,100.006546,3727800
2019-04-22,102.779999,103.540001,102.169998,102.370003,99.221458,5079400
2019-04-23,102.529999,103.290001,101.940002,103.070000,99.899918,5050800
2019-04-24,103.139999,103.849998,103.089996,103.529999,100.345779,4697800
2019-04-25,103.239998,104.150002,102.830002,103.519997,100.336082,3961100
2019-04-26,100.449997,102.339996,99.660004,101.529999,98.407288,8107700
2019-04-29,101.879997,102.000000,100.779999,101.559998,98.436356,6379700
2019-04-30,101.769997,102.919998,101.449997,102.839996,99.676994,6133600
2019-05-01,102.769997,102.809998,101.279999,101.360001,98.242516,5337200
2019-05-02,101.430000,102.059998,100.239998,101.150002,98.038979,5007000
2019-05-03,102.320000,102.750000,101.800003,102.080002,98.940384,5316900
2019-05-06,100.750000,102.550003,100.540001,102.459999,99.308685,4613700
2019-05-07,101.800003,102.169998,100.760002,101.300003,98.184364,4575600
2019-05-08,100.250000,101.040001,99.860001,100.300003,97.215111,5882000
2019-05-09,99.269997,99.940002,98.849998,99.540001,96.991005,6240100
2019-05-10,99.760002,102.110001,99.699997,101.910004,99.300316,8742700
2019-05-13,100.449997,101.150002,99.010002,99.889999,97.332039,7361500
2019-05-14,100.139999,100.870003,99.889999,100.290001,97.721802,6353700
2019-05-15,100.199997,100.360001,99.129997,99.879997,97.322296,6740300
2019-05-16,102.830002,103.959999,100.839996,101.309998,98.715668,17122000
2019-05-17,100.239998,101.949997,99.910004,100.860001,98.277214,12371300
2019-05-20,100.389999,101.980003,100.250000,101.519997,98.920296,7194100
2019-05-21,101.510002,101.650002,100.400002,101.120003,98.530548,6889100
2019-05-22,101.599998,102.430000,101.059998,102.230003,99.612122,7340900
2019-05-23,101.820000,101.930000,100.650002,101.860001,99.251595,6454600
2019-05-24,102.180000,102.889999,102.080002,102.669998,100.040848,4483200
2019-05-28,102.559998,103.570000,102.400002,102.419998,99.797256,10271700
2019-05-29,102.110001,102.879997,101.470001,102.120003,99.504944,6520200
2019-05-30,102.489998,103.489998,101.910004,102.190002,99.573143,5019600
2019-05-31,101.349998,102.019997,100.599998,101.440002,98.842346,5927500
2019-06-03,101.629997,102.680000,101.400002,101.959999,99.349045,6614700
2019-06-04,102.610001,102.650002,101.440002,102.559998,99.933670,5964900
2019-06-05,102.750000,104.779999,102.599998,104.419998,101.746040,6902900
2019-06-06,104.489998,105.660004,104.199997,105.110001,102.418365,8063700
2019-06-07,105.230003,106.360001,105.050003,106.059998,103.344048,6809400
2019-06-10,106.480003,107.779999,106.370003,107.519997,104.766655,6325700
2019-06-11,108.000000,108.970001,107.750000,107.940002,105.175903,6747300
2019-06-12,107.919998,108.910004,107.919998,108.820000,106.033371,4634500
2019-06-13,109.000000,109.580002,108.169998,108.650002,105.867714,5485000
2019-06-14,108.779999,109.589996,108.459999,109.070000,106.276978,4525900
2019-06-17,109.120003,109.550003,108.260002,109.160004,106.364670,4147000
2019-06-18,109.800003,109.959999,108.910004,109.650002,106.842110,4911200
2019-06-19,109.800003,109.839996,108.870003,109.620003,106.812889,3924600
2019-06-20,109.820000,110.489998,109.279999,110.320000,107.494949,5001500
2019-06-21,110.339996,112.190002,110.260002,111.129997,108.284210,13178600
2019-06-24,111.489998,112.220001,111.029999,111.239998,108.391388,6032800
2019-06-25,110.879997,111.430000,110.400002,110.720001,107.884720,6105000
2019-06-26,110.849998,111.080002,110.099998,110.160004,107.339058,4161700
2019-06-27,110.059998,110.510002,108.860001,110.099998,107.280586,5481300
2019-06-28,110.550003,111.510002,110.239998,110.489998,107.660606,6506700
