Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,97.589996,98.809998,96.769997,97.620003,90.693993,13237200
2019-01-02,95.949997,99.779999,95.940002,99.309998,92.264069,15670900
2019-01-03,98.639999,98.889999,96.690002,97.110001,90.952843,16286400
2019-01-04,99.110001,100.930000,98.279999,100.690002,94.305870,16935200
2019-01-07,100.430000,101.470001,99.709999,100.760002,94.371429,15430700
2019-01-08,101.629997,101.820000,99.550003,100.570000,94.193474,13578800
2019-01-09,100.809998,101.489998,99.930000,100.400002,94.034241,14230300
2019-01-10,100.019997,100.730003,99.269997,100.389999,94.024879,14376100
2019-01-11,99.889999,100.169998,98.949997,99.910004,93.575333,15439900
2019-01-14,98.870003,101.360001,98.660004,100.940002,94.540009,21258500
2019-01-15,98.889999,102.470001,98.599998,101.680000,95.233093,26504900
2019-01-16,102.250000,103.449997,101.800003,102.500000,96.001091,18533000
2019-01-17,102.110001,103.500000,101.919998,102.919998,96.394470,14247600
2019-01-18,103.769997,104.900002,102.830002,104.589996,97.958580,16428700
2019-01-22,103.080002,103.589996,102.129997,102.940002,96.413200,17083700
2019-01-23,103.440002,103.699997,101.970001,102.680000,96.169693,12146700
2019-01-24,102.129997,103.089996,101.940002,102.739998,96.225891,11296800
2019-01-25,103.510002,104.309998,102.739998,103.389999,96.834671,14369400
2019-01-28,102.889999,104.239998,102.589996,103.879997,97.293594,12283100
2019-01-29,103.879997,105.110001,103.730003,104.169998,97.565224,9743300
2019-01-30,104.139999,105.239998,103.779999,104.410004,97.790001,12526300
2019-01-31,103.410004,103.800003,102.730003,103.500000,96.937698,17520600
2019-02-01,104.000000,104.849998,103.519997,103.879997,97.293594,13000800
2019-02-04,103.790001,104.250000,103.010002,104.250000,97.640144,9871500
2019-02-05,104.519997,104.550003,103.290001,103.790001,97.209305,12763000
2019-02-06,103.709999,104.620003,103.470001,103.739998,97.162483,8745000
2019-02-07,103.250000,103.500000,101.440002,102.379997,95.888710,13177500
2019-02-08,102.080002,102.339996,100.059998,101.360001,94.933380,12892600
2019-02-11,101.760002,102.010002,100.769997,100.879997,94.483818,10978500
2019-02-12,101.949997,102.919998,101.889999,102.599998,96.094765,12852300
2019-02-13,102.900002,103.849998,102.900002,103.089996,96.553688,10754100
2019-02-14,102.470001,103.099998,101.349998,102.419998,95.926178,11518500
2019-02-15,103.900002,105.699997,103.660004,105.550003,98.857727,14716900
2019-02-19,104.910004,105.370003,103.809998,105.180000,98.511169,12764900
2019-02-20,105.209999,105.800003,104.879997,105.690002,98.988846,10030300
2019-02-21,105.449997,105.989998,104.959999,105.470001,98.782799,8400100
2019-02-22,105.699997,106.089996,104.779999,105.000000,98.342590,10647300
2019-02-25,105.750000,107.269997,105.690002,106.099998,99.372849,11230700
2019-02-26,104.500000,105.470001,103.940002,105.290001,98.614204,15465400
2019-02-27,105.180000,105.379997,104.510002,105.160004,98.492447,9968800
2019-02-28,105.010002,105.209999,104.180000,104.360001,97.743164,15156900
2019-03-01,105.099998,105.910004,104.199997,104.430000,97.808731,13813300
2019-03-04,104.919998,105.919998,103.269997,104.190002,97.583954,12466300
2019-03-05,104.129997,104.550003,103.260002,104.110001,97.509033,10856600
2019-03-06,103.860001,104.570000,103.550003,103.720001,97.143753,9070800
2019-03-07,103.250000,103.470001,102.160004,102.970001,96.441299,12705700
2019-03-08,101.989998,103.230003,101.989998,103.010002,96.478767,10582400
2019-03-11,103.980003,104.550003,103.660004,104.349998,97.733795,9763200
2019-03-12,104.589996,104.790001,103.750000,104.040001,97.443451,10219100
2019-03-13,104.190002,104.980003,103.949997,104.389999,97.771263,13022200
2019-03-14,104.500000,105.870003,104.459999,105.339996,98.661034,10926500
2019-03-15,105.410004,106.800003,105.230003,106.550003,99.794312,24811700
2019-03-18,106.550003,107.790001,106.500000,107.190002,100.393738,12935500
2019-03-19,108.199997,108.400002,106.550003,106.800003,100.028473,12889300
2019-03-20,106.430000,106.650002,104.410004,104.519997,97.893021,14920700
2019-03-21,103.489998,103.489998,102.279999,102.870003,96.347649,19751000
2019-03-22,101.820000,102.320000,99.519997,99.760002,93.434837,31115200
2019-03-25,99.589996,100.570000,98.089996,98.930000,92.657455,21032300
2019-03-26,99.820000,100.400002,98.820000,99.919998,93.584686,15987100
2019-03-27,99.879997,100.449997,99.080002,99.580002,93.266243,12753200
2019-03-28,100.000000,100.800003,99.739998,100.709999,94.324593,12454100
2019-03-29,101.540001,101.989998,100.589996,101.230003,94.811630,14523400
2019-04-01,102.150002,104.680000,102.120003,104.639999,98.005417,17499300
2019-04-02,104.599998,105.440002,104.330002,105.139999,98.473709,10295400
2019-04-03,105.809998,106.360001,104.790001,105.349998,98.670395,11499200
2019-04-04,104.550003,105.730003,104.449997,105.559998,99.623604,11952100
2019-04-05,105.800003,106.110001,104.989998,105.309998,99.387672,9933700
2019-04-08,105.110001,105.650002,104.910004,105.650002,99.708534,8056300
2019-04-09,105.080002,105.199997,104.250000,104.870003,98.972412,9092200
2019-04-10,105.129997,105.720001,104.470001,105.339996,99.415977,10882300
2019-04-11,105.709999,106.730003,105.559998,106.230003,100.255920,11183800
2019-04-12,109.440002,111.849998,108.879997,111.209999,104.955864,25834100
2019-04-15,110.919998,111.000000,109.120003,109.940002,103.757286,15163800
2019-04-16,109.900002,111.389999,109.860001,111.099998,104.852051,11583200
